mag,mag_error,time
1.76875655726856,0.004421166534245211,2019-09-04T20:37:52.578
5.944120370599607,0.3097238900609892,2019-08-20T04:58:04.866
1.7486191713557595,0.0025943365077010895,2019-08-21T11:44:19.767
1.7301318043016032,0.00396326517861431,2019-09-18T20:35:13.247
1.7670989952593867,0.004648612978804039,2019-08-18T20:54:58.695
1.6952328171452065,0.027009250944720228,2019-09-24T04:41:20.595
1.7493596250500332,0.003885530022454802,2019-09-03T20:47:45.872
1.7365842467100343,0.0033225807754306384,2019-09-05T07:46:41.123
1.8124877053837176,0.040397559813349214,2019-09-20T09:10:55.060
1.7546190077886017,0.006851938786555208,2019-08-16T20:55:21.706
1.7695062730259394,0.002516408245089129,2019-09-17T08:57:13.170
1.7370607173058463,0.003950258619194573,2019-09-21T00:03:21.233
7.044449378830706,0.5510597693867542,2019-08-30T00:24:15.350
1.6573930752042774,0.004140452970181422,2019-09-11T20:21:24.728
1.7185428184626552,0.004616390981698739,2019-08-13T21:06:27.794
1.6759527221493933,0.002629696699744139,2019-09-19T07:48:04.058
3.832671962390105,0.024261765235969873,2019-08-21T04:44:50.777
1.7085185014706585,0.0025895748337400725,2019-08-31T04:52:48.292
1.7879556393111589,0.004906792806191894,2019-09-28T20:21:25.812
1.7343654890105498,0.004683229873861054,2019-09-04T07:48:00.843
1.710101476273877,0.0028684007068240152,2019-08-13T08:50:08.305
1.7777259104572103,0.004252853175785885,2019-09-19T21:02:08.767
1.733241617971606,0.004565404144453929,2019-09-09T20:21:30.084
1.7203117072928737,0.0260651679370892,2019-08-30T20:32:25.321
1.8367782845453835,0.003842448702310045,2019-08-05T21:48:27.313
1.7374730345245943,0.004101536340026384,2019-09-25T20:50:02.199
1.733351547475797,0.004106472727240617,2019-08-14T23:46:48.422
1.6967433075238851,0.005942338448997656,2019-08-11T21:00:18.359
1.7763565135406871,0.004005584184721941,2019-08-04T04:22:59.089
1.7875821551054099,0.004262728067055098,2019-09-01T20:28:55.761
1.4677547493528698,0.018583165376651518,2019-09-23T20:30:40.610
1.7933251006744264,0.005375387254098131,2019-08-24T20:40:35.410
1.740671435209098,0.00645432984191335,2019-08-08T20:56:26.804
1.7668875984740584,0.005248644919232304,2019-08-27T00:02:55.888
5.35538870762266,0.09008773576963865,2019-09-22T00:07:34.553
1.3662879886090522,0.0017960285366811777,2019-09-30T08:54:32.362
1.7392095969452956,0.002491341302219127,2019-09-25T08:21:29.653
1.7432061761097462,0.004127340635812085,2019-09-26T20:04:33.432
1.67148407899694,0.007078170855048166,2019-09-02T07:53:27.505
1.6111321821263989,0.004151110922985878,2019-09-10T23:48:04.753
1.365348012547221,0.003076630511478099,2019-08-31T23:45:41.381
1.7246689064577527,0.0022563193264401224,2019-09-27T08:45:01.213
1.6561865733419143,0.0025012669691024964,2019-09-22T05:20:14.643
1.7166193632955729,0.003932036914913866,2019-09-17T20:19:50.866
4.610930185551409,0.049708900774949015,2019-08-26T04:54:11.046
1.6943559905713563,0.0041996117997187415,2019-08-18T23:48:02.199
4.595349309213774,0.04395587631155672,2019-09-03T23:45:40.605
1.7224339978694765,0.004690683572426757,2019-08-09T20:53:07.304
1.730057609595626,0.003977988701671381,2019-09-25T00:08:58.687
1.7811752224556443,0.00405201274336832,2019-08-21T00:38:58.397
1.739060140464792,0.004596264759934425,2019-09-12T07:48:47.902
1.7510150110455527,0.002359599058627442,2019-09-28T08:36:59.446
1.7199557533422087,0.003702164911609343,2019-08-11T03:25:04.309
4.647701011862514,0.05201194319430984,2019-08-10T21:09:34.767
1.6793769717859188,0.0023120116247682403,2019-09-29T08:04:32.851
1.7627794807225747,0.004656277907855239,2019-08-07T21:27:51.446
1.7038049024857536,0.0028820182923291154,2019-09-14T08:45:45.271
1.6994576454937533,0.004512334428090953,2019-08-12T22:57:49.073
1.7780038666753697,0.00446567069142213,2019-09-25T00:31:10.216
1.732973361265561,0.004865228992823181,2019-08-26T20:38:17.000
1.721271915425982,0.003934648138270775,2019-09-20T00:10:07.317
1.7536405135612867,0.0055217522084946985,2019-08-29T04:58:46.111
4.511261155108054,0.042950307515749554,2019-08-27T04:47:47.712
1.7167648304847969,0.004560791181070619,2019-09-29T04:11:22.860
1.7543589413191523,0.0039956553909700635,2019-08-29T20:37:39.449
1.776168468703025,0.00438873184726695,2019-09-18T23:45:53.993
1.7532095634157798,0.0044937494719471316,2019-08-17T20:45:46.092
1.7351129163688448,0.006783140982683385,2019-09-07T23:48:10.631
1.7451183739933125,0.004708856863974781,2019-09-15T00:15:15.853
1.6933722109114555,0.002789563412867794,2019-08-05T05:08:22.171
1.7873771316998255,0.004236424833394519,2019-09-26T00:34:32.932
1.6983727235846988,0.0024512222727379167,2019-08-24T08:10:29.384
1.7973775257229487,0.003983449095641196,2019-09-02T23:48:07.695
1.6447636593650685,0.003799131654613153,2019-09-21T20:07:04.585
1.697420643685967,0.030982548271074776,2019-08-23T20:57:09.095
1.7451086743108046,0.0035619135223855306,2019-08-06T03:22:48.730
1.7704435639159417,0.003929356721226045,2019-08-01T04:14:14.030
1.7361680276065297,0.0025301152409501018,2019-09-30T05:10:23.820
1.7692050709208011,0.0038169789523200535,2019-08-03T22:59:15.857
1.6944094124283033,0.008338144474425735,2019-08-25T20:45:36.732
4.662811231646145,0.09569292283174759,2019-08-15T08:52:26.628
1.330151440063208,0.004033362613674877,2019-08-16T00:28:18.529
1.7323178907156862,0.004352508728071001,2019-08-14T03:02:43.362
1.750297810700621,0.0038575460868145034,2019-08-02T22:27:45.578
1.756858489321326,0.0022787880214800004,2019-09-27T08:25:19.891
1.711109016288738,0.004700169382495353,2019-09-17T20:44:11.908
1.7578365542032799,0.0022834055174009104,2019-09-07T07:44:36.002
1.7609211392462694,0.0038964519240893324,2019-08-04T22:14:36.602
1.76541770817059,0.004668313275735548,2019-09-12T20:25:15.847
1.4103278185158459,0.00577365038736198,2019-09-30T00:11:27.266
1.4129585865526728,0.0030507014944211523,2019-09-20T21:03:14.008
1.6369314893836258,0.004108187609105703,2019-09-15T20:28:23.270
1.7317948697506917,0.0038102637081344906,2019-09-04T21:04:52.572
1.6960169468892534,0.0025927188253566276,2019-09-27T04:50:39.680
1.7588374780347902,0.004565524934644512,2019-08-13T03:17:25.860
1.7423186949943563,0.0026682905123466003,2019-08-18T11:54:30.232
1.7800393439763873,0.003890340928474488,2019-09-01T23:44:38.409
1.7163309375969327,0.002649286681186981,2019-08-11T08:50:29.718
1.7697167880474591,0.006897916396328034,2019-08-21T07:47:04.412
1.7682564143136208,0.005554719490450438,2019-09-23T20:07:03.930
1.7069122558612797,0.0034585784680577587,2019-08-17T07:46:52.749
1.7187878111282888,0.0036388133171684476,2019-09-26T05:12:16.091
4.171084115424212,0.0624768297067821,2019-09-30T00:13:21.984
1.7523192737706843,0.002212727254696633,2019-08-23T07:48:19.407
4.639253198240963,0.05252321527020975,2019-09-23T00:03:28.392
1.7326747319422502,0.01980621392184205,2019-08-20T07:47:49.666
1.6907196112227378,0.0037414428922851466,2019-09-05T20:45:45.897
4.537484634735574,0.07585084767534071,2019-08-15T04:49:34.534
1.7050650087271162,0.0026134346287375247,2019-09-26T04:51:27.463
1.735773355755999,0.004258918530655559,2019-09-11T23:46:55.968
1.7802836492052467,0.004340216365971984,2019-09-21T20:03:20.196
1.7756962425077418,0.005026250781277745,2019-08-07T08:28:33.490
1.7523970863155451,0.0023028862131039755,2019-08-09T08:26:24.542
1.7327968489074514,0.03367115596685413,2019-08-30T07:46:42.755
1.6718782443692781,0.002921850282924038,2019-09-02T04:55:44.024
1.3148093439677826,0.0040340155201260474,2019-08-16T00:31:59.899
1.721949526777749,0.004638622920359647,2019-08-14T20:52:45.836
1.7475190421139999,0.0023051570161622243,2019-08-24T11:45:41.319
1.7118878038983176,0.002617969604963742,2019-08-18T11:58:09.706
1.759504421542383,0.007209398780122367,2019-09-18T07:48:03.989
1.7489385004968767,0.0037776455661971044,2019-08-03T23:02:58.989
1.7660662592061698,0.003963822066215072,2019-08-06T21:06:37.679
1.698994253887486,0.0022731540458177896,2019-09-22T08:03:21.482
1.7169902420858278,0.0038475159101895463,2019-09-22T00:28:42.343
1.7965499360053219,0.00432296746265199,2019-09-20T20:53:59.021
1.7137097909163135,0.015862001763107154,2019-09-07T20:18:38.441
1.4412694875783014,0.003846733667513957,2019-09-06T23:48:05.176
1.6681234190822192,0.002556488310101793,2019-09-27T04:51:48.059
1.7758322923674719,0.0053845958932884595,2019-09-07T23:44:22.392
1.610153992820841,0.010672326965774321,2019-09-23T20:07:41.039
1.7452563660687819,0.004703343810065674,2019-09-15T00:18:58.862
1.6359526853325246,0.006981163464975875,2019-08-31T00:36:25.669
1.7448240629754377,0.002233338367373485,2019-08-08T08:27:36.730
1.7114052348117053,0.002659795817032637,2019-08-11T08:51:38.409
1.7913721937009264,0.00552410154832304,2019-09-29T00:30:18.770
3.707857944730452,0.020840572344176272,2019-08-27T07:45:32.507
1.3674127038482702,0.0017875581180418632,2019-09-30T08:36:00.447
1.77340418660574,0.004441497639588301,2019-09-24T00:08:27.692
1.7203230959951057,0.004057530261040079,2019-09-24T00:07:23.438
1.7271058003766093,0.00370528866871448,2019-09-05T23:50:40.920
3.5573866923553448,0.03087322196929571,2019-08-22T07:47:49.588
1.7697964530113826,0.004162460713512306,2019-08-24T00:25:16.347
1.706540746588919,0.004247247052547462,2019-08-19T00:15:53.511
1.6457493710319984,0.004105539074442183,2019-09-12T20:48:44.991
1.7378542939304769,0.004880551954013845,2019-08-26T20:40:45.567
1.659631784785276,0.0025568785258296366,2019-09-05T04:55:01.406
1.7429835883241154,0.004861514151214503,2019-09-30T20:07:02.260
1.7669824039781137,0.0023246343233848587,2019-08-09T08:25:11.256
1.697911901329169,0.002727860679060966,2019-09-06T07:45:41.243
5.002915264913172,0.11598453106707783,2019-08-15T04:48:26.036
1.6741802536544323,0.0023295679141177015,2019-08-13T08:27:32.595
1.1984464616845045,0.002847106153414958,2019-09-08T20:19:49.940
1.7067063838354262,0.002631618106201139,2019-09-25T05:11:08.271
4.111333683793926,0.03643146033853903,2019-09-12T23:44:28.641
1.712536595434477,0.004876226325698724,2019-09-24T04:18:49.937
1.746481948998472,0.0030545515559906385,2019-08-04T09:56:10.318
1.6956926039430744,0.002785891094289395,2019-08-05T05:04:56.229
4.669257456321115,0.05389027285178459,2019-09-23T00:07:12.651
1.778629006252098,0.0040023431207378635,2019-08-02T04:39:46.307
4.566507553946844,0.04618552740638966,2019-08-26T07:46:43.488
1.7054148432925569,0.00264033435491534,2019-08-20T11:52:04.516
1.7611787087137571,0.0022448310866711374,2019-09-25T08:16:45.679
3.7221771559726715,0.020893718725887845,2019-08-22T04:55:26.945
1.7134685114951722,0.0038621792401149248,2019-09-21T20:03:22.518
1.7355813533514581,0.004134213434921043,2019-08-29T00:13:35.436
1.7658996994654022,0.004031564146607036,2019-08-29T20:36:26.485
1.7497399392438666,0.004503000527573861,2019-08-17T20:44:32.525
1.737694841567805,0.0025717902722737743,2019-09-29T08:18:37.514
3.6681487391043017,0.020305136706429968,2019-08-25T07:45:34.310
1.7768778546815636,0.004072571806657002,2019-08-21T20:56:30.620
1.7234439097832297,0.004830002718358741,2019-09-04T21:01:10.760
1.5517542660900752,0.07651278469143713,2019-08-16T11:45:41.515
1.719620061229893,0.004845757339866224,2019-09-18T00:09:47.256
1.7822177526649057,0.004211599432999118,2019-09-26T00:33:19.060
1.7280003427736297,0.003687074548604591,2019-09-11T07:45:38.085
1.7066072332025861,0.0022176898012063913,2019-09-26T08:17:07.537
1.7826996983369785,0.004366166992609409,2019-09-24T20:20:01.720
1.66274290982874,0.004720033915279188,2019-09-17T20:47:53.480
1.748287214075777,0.004625246495031468,2019-09-12T20:27:44.391
1.7293951323906143,0.004006157268305831,2019-08-11T21:28:44.161
1.7145617005559828,0.003925859904406223,2019-09-21T00:27:37.011
1.9553083816188241,0.006850302336234257,2019-08-11T21:01:32.880
1.7480689397258296,0.004098808099314392,2019-08-22T20:56:58.429
1.6637135121810207,0.0025962679722354733,2019-09-27T05:12:32.528
1.7853588483796283,0.0044714065796404015,2019-09-06T20:22:50.236
1.7422126270286107,0.004495795823784408,2019-09-13T23:44:27.221
1.788484262683319,0.004525546665752936,2019-08-19T20:54:01.240
1.7324084295618754,0.0023966630051295277,2019-08-18T08:57:44.771
1.7529519875726365,0.004393842706326311,2019-09-27T20:30:37.087
1.6613554807990614,0.005337496270058839,2019-08-16T23:47:04.999
1.7357646915769127,0.004104767692252739,2019-09-26T20:05:46.768
1.7313136861380496,0.002664592490702258,2019-09-19T07:44:24.503
1.7298207273656239,0.002247416413070182,2019-09-26T08:42:06.659
1.7606218988621514,0.0026139288379268444,2019-09-28T08:36:29.699
1.7198289854560063,0.004787371019622186,2019-09-29T00:22:31.797
1.73929394394648,0.003916502233020134,2019-09-23T00:06:59.956
1.7245499024872757,0.004004782184395449,2019-09-08T23:46:50.749
1.7433875006712274,0.004624804092931676,2019-08-13T21:08:56.327
1.7535949263734896,0.00438462845187546,2019-09-27T20:10:58.176
1.7661235564076154,0.0041141820486788605,2019-09-26T00:06:25.714
1.7717587981798868,0.004426789591194985,2019-09-24T00:09:42.093
1.7855588954602837,0.004526088394638856,2019-09-26T00:31:03.443
1.7468062051219562,0.004661990803234855,2019-08-18T20:58:45.737
1.6970554795074264,0.002656839202100215,2019-09-23T05:12:16.432
1.7340474930548844,0.00406282277882189,2019-09-13T07:46:51.077
1.756099266771006,0.0025759716400981327,2019-08-21T11:48:00.294
1.7495907257397967,0.005187328678312447,2019-09-20T05:12:13.290
1.8122474617308573,0.005952622449183669,2019-08-28T00:35:25.563
1.6379165290688107,0.004421124144235761,2019-08-17T23:48:02.807
1.690298930132336,0.002309114173259361,2019-08-19T07:44:21.309
1.794155376931327,0.01617898117469119,2019-08-29T07:46:40.998
1.7443020225309969,0.002320338943838862,2019-09-23T09:10:20.637
1.5819245214710946,0.02201724346417385,2019-09-29T05:12:36.205
1.778377457099248,0.004178089524157756,2019-08-10T02:59:46.542
1.7293653713322534,0.003723740324074899,2019-08-11T03:23:46.806
1.6964914242769389,0.003821128401517725,2019-09-19T21:09:03.650
1.6875855809429758,0.0022926570920092145,2019-08-12T08:27:39.630
6.19998720647779,0.24264416988561008,2019-08-27T20:55:11.632
1.6879622750155505,0.06656234288660517,2019-08-30T04:54:37.847
1.1940455109957089,0.002827622742869038,2019-09-08T20:21:04.870
1.793874587940751,0.004095699556880519,2019-08-21T00:35:14.276
1.7872522220127092,0.00491433878685614,2019-09-05T07:45:32.730
1.7007470577088961,0.01863516577670827,2019-09-20T08:24:04.053
1.7329954055517423,0.0034988831947793306,2019-08-19T11:46:33.147
1.727900822152371,0.003945622578395971,2019-09-24T20:34:05.109
1.7971123797462578,0.004584098234601696,2019-09-26T20:10:53.247
1.601706109032726,0.003966441043195436,2019-09-14T20:31:22.734
1.6900695582856748,0.004254449173154733,2019-08-25T23:45:40.829
9.925264006583397,10.761809081958246,2019-08-10T08:28:48.899
1.7332003259223665,0.003926742113347825,2019-09-21T00:07:01.800
1.7195830657191493,0.0028942022489581954,2019-09-30T04:55:14.800
1.7858253039386973,0.005871302185461951,2019-08-25T00:24:10.839
1.6747105928301949,0.0025502665415124107,2019-09-22T05:16:33.537
1.7223631218708881,0.002845819222351922,2019-08-06T10:08:46.344
1.672560635265878,0.002616776331389461,2019-08-08T05:00:35.000
1.733155574403387,0.005031980843106178,2019-09-20T05:13:26.476
1.3479798688937699,0.0271955670292236,2019-09-23T20:33:07.797
1.78088917871281,0.004313654736354178,2019-09-19T21:03:23.154
1.7174127087779887,0.004528663763723355,2019-09-09T20:22:44.338
1.675402175662704,0.0025970381173993015,2019-09-04T04:40:51.077
1.7521678328349886,0.006280182829994203,2019-08-08T21:00:09.711
1.7247838188533464,0.0022213589440721097,2019-09-26T08:15:54.429
1.730074448988434,0.004102775552300724,2019-08-14T23:45:35.128
1.7165197591836439,0.007025363392570763,2019-09-04T21:09:47.929
1.7534764376482403,0.005155962421515602,2019-08-24T20:43:01.771
1.3603232666568061,0.0017721900957404686,2019-09-30T08:38:28.754
3.693185729600202,0.020568206484130016,2019-08-27T07:47:49.315
1.728540577738455,0.004981888039717402,2019-09-20T05:14:39.655
1.6753696912774316,0.0025996465859343108,2019-08-08T05:01:43.458
1.3616392238156205,0.0029818214964697745,2019-08-12T03:10:01.319
1.7188473404773656,0.003369630116905209,2019-09-30T04:58:41.121
1.6633616690456083,0.002527247326508831,2019-09-22T05:17:48.231
5.3801805560218625,0.2374155942227026,2019-09-22T08:19:47.078
6.824767318598212,0.40876591392290845,2019-08-19T00:18:21.604
1.7713042599536042,0.0041545290280907395,2019-08-24T00:27:43.542
1.7658604312002453,0.0039867907794130485,2019-08-04T04:25:32.242
1.7207594431845727,0.003022976207480978,2019-09-03T07:46:42.219
1.680610303092834,0.0025926369954889414,2019-09-04T04:44:16.595
1.7699694301095725,0.005485478075263617,2019-09-23T20:03:20.676
1.731192657099104,0.004449261151779379,2019-09-12T07:51:14.158
1.7080252386969903,0.004690503278211556,2019-09-13T20:17:37.826
1.6607842766821914,0.0027659480847391474,2019-08-07T05:02:44.854
1.7454950519453671,0.0026571795805825893,2019-08-18T11:55:43.347
5.529337001150318,0.157516571737945,2019-08-27T20:53:58.102
5.747129430186738,0.19038259436803404,2019-09-15T23:46:52.099
1.7321782173200049,0.005343961834409701,2019-08-10T08:25:05.798
1.7891291616593676,0.008491536471014846,2019-08-30T07:45:34.264
1.6617589215200343,0.0024667682531534472,2019-08-03T05:06:24.827
1.7360505104397106,0.004150652630527386,2019-09-10T00:18:33.468
1.696988471459301,0.07318713247257035,2019-09-16T20:17:22.876
1.73876807015413,0.004060792519829377,2019-09-24T20:32:51.457
1.749434670990098,0.002215094361065515,2019-08-23T07:44:39.114
4.155026572510298,0.05138880547647342,2019-09-30T00:17:05.127
1.7565277310023077,0.0038412174282133316,2019-09-03T23:44:27.051
1.682907988169486,0.002671765974691723,2019-09-23T05:11:03.297
1.7688234812273773,0.004884856787614571,2019-08-26T20:37:02.712
1.7859357181391537,0.004538509145811117,2019-09-26T00:29:48.996
1.7039469063837647,0.0450659943988913,2019-09-24T04:43:37.420
1.7220440146552924,0.006760178931260925,2019-09-13T07:48:04.218
1.7966176218691974,0.004173297970421983,2019-08-22T00:40:35.283
1.5761167516340224,0.02218559500158389,2019-09-29T05:13:44.586
1.7491082006598218,0.01731600913077522,2019-08-29T07:45:32.497
1.779260454565673,0.004391736853658946,2019-09-04T20:35:17.297
1.71961341552427,0.0022583780220261215,2019-09-22T05:18:08.363
1.754402677951667,0.0025812899944387202,2019-08-21T11:46:46.456
1.7252587299892799,0.004649495625618291,2019-09-20T05:15:54.927
4.677457075557082,0.050510594169423766,2019-08-27T04:48:56.212
1.6988988547141446,0.0028821651313784453,2019-08-13T08:47:51.317
1.7257938615488815,0.002391849205972533,2019-08-18T08:56:31.719
1.7644930150819498,0.003964687829144366,2019-09-02T20:52:46.905
1.7199246556351522,0.0044402030597963955,2019-09-13T23:45:42.009
1.7795879284526084,0.004507828428946058,2019-08-19T20:52:46.838
1.7805405878949827,0.004908218687838511,2019-09-28T20:18:54.987
1.724992626882763,0.004084221021164152,2019-08-22T20:58:12.392
1.8153714048353091,0.0037793746051525638,2019-08-05T21:45:59.871
1.7663412832519363,0.0044075997353753265,2019-09-06T20:21:35.605
1.7268621784658915,0.0041193801803582775,2019-09-25T20:52:29.855
1.7094725532062416,0.003947497993900286,2019-09-08T23:45:37.440
5.1857840394440355,0.10001724188975405,2019-08-30T00:21:48.519
1.6547199782410669,0.004168296197844089,2019-09-11T20:23:51.089
1.7419918959540048,0.002473307858332427,2019-09-01T07:54:00.713
1.6989764052847196,0.0022349584472665094,2019-09-26T08:43:22.139
1.7364847593544042,0.004295441923325876,2019-09-27T20:31:50.686
1.7627804250551105,0.005322398549294206,2019-08-24T20:39:22.159
4.323554982680214,0.035133338830411705,2019-09-22T00:08:48.128
1.7715676587507456,0.004401639361999952,2019-09-20T00:11:07.531
1.726758048804406,0.0032513119454411466,2019-09-13T07:44:24.544
3.707051499119789,0.021147571783758458,2019-08-25T07:44:25.950
1.7510748290178402,0.0025249053935718895,2019-09-29T08:22:17.397
1.4443225254903584,0.07155973386424581,2019-08-16T11:46:54.678
1.7405184321492992,0.0040387196362632995,2019-09-04T21:02:24.531
1.7515629716402117,0.004607869808553423,2019-09-12T20:28:58.613
1.6883007481091195,0.00392552079120534,2019-09-17T20:21:04.840
1.6289361908203492,0.005477485894899455,2019-09-17T20:46:40.139
1.7940302064227112,0.004398917258860229,2019-09-24T20:16:17.837
1.328049904844324,0.005143883377748551,2019-09-30T00:13:55.743
1.7002202241619138,0.004448963868434853,2019-09-30T20:08:59.367
1.353201199593416,0.0017860406759794014,2019-09-30T08:55:45.382
